CATEGORIA;MARCA;REST_OA;REST_GT;REST_AAD;REST_AAR;REST_AN;REST_CN;REST_CA;REST_PREC;SELO_CLEAN;SELO_VEGAN;SELO_TRANS;SELO_ORGANIC
Chocolate;Ofner;sim;não;não;sim;sim;não;não;não;não;não;não;não
Molho de Tomate;Bonare;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Svili;sim;não;não;não;sim;não;não;não;não;não;não;não
Pão;Homebake;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Life Me;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Superbom;sim;não;sim;não;não;sim;não;não;não;sim;não;não
Chocolate;Divine;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pasta de Amendoim;Dr. Peanut;sim;não;não;sim;sim;não;não;não;não;não;não;não
Iogurte;Trevinho;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Original Blend;não;não;não;não;sim;não;não;não;não;não;não;não
Leite;Parmalat;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Selita;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Italac;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Selita;sim;não;não;sim;não;sim;não;sim;não;não;não;não
Leite;Piracanjuba;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Elegê;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Nestlé;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Akio Power;não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Power One;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Da Colônia;não;não;não;não;sim;não;não;não;não;não;não;não
Molho de Tomate;Tarantella;sim;não;sim;não;não;não;não;não;não;não;sim;não
Pasta de Amendoim;Dr. Peanut;sim;não;não;sim;sim;não;não;não;não;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Terra Viva;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Palmeiron;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Delícias do Trigo;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Tirol;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Zeromilk;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Valedourado;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Valedourado;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Pomarola;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Piá;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Solo Cedro;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Elegê;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Piracanjuba;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Dália;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Fazenda Sant'Ana;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Wedy Nutrition;não;não;não;não;não;não;não;não;sim;não;não;não
Leite;Parmalat;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Baronia;não;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Select;não;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Diatt;sim;não;não;sim;sim;não;não;não;não;não;não;não
Iogurte;Fazenda Atalaia;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Itambé;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Oz;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Romano;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Mastroiani;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Parmalat;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Food 4 Fit;sim;não;não;sim;não;sim;não;não;não;não;não;não
Leite;São Miguel;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Rosso Natura;não;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Itambé;sim;não;não;sim;não;sim;não;não;não;não;não;não
Chocolate;Divine;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pão;Pães Nobily;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Frimesa;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Panificadora Dubai;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Goober;não;não;não;não;sim;não;não;não;não;não;não;não
Leite;Parmalat;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Jussara;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Minas Cacao;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Nestlé;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Olvebra;sim;não;sim;não;sim;não;não;não;não;não;não;não
Pão;Di Mangiare;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Trevinho;sim;não;não;sim;não;sim;não;sim;não;não;não;não
Pasta de Amendoim;Gulosina;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Santa Terezinha;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Aguimar Ferreira;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Speciale;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;David;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Maranguape;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Mucuri;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Viçosa;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Ciafrios;não;não;sim;não;não;sim;não;não;não;não;não;não
Leite;Romano;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Só Fruta;sim;não;não;sim;não;não;não;não;não;não;não;não
Pão;Xexéu;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Vale das Palmeiras;não;não;sim;não;não;não;não;não;não;não;não;sim
Pão;Panettá;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Pink;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Aro;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;NewNutrition;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;2 De Setembro;não;sim;sim;não;não;não;não;não;não;não;não;não
Leite;Dália;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Baldini;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Pane Vita;sim;sim;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Putz;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Ylafrut;sim;não;não;sim;não;sim;não;não;não;não;não;não
Pasta de Amendoim;Taeq;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Blessing;sim;não;sim;não;não;não;não;não;não;não;não;sim
Molho de Tomate;Obra Prima;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Pró-Sabor;sim;não;não;sim;sim;não;não;sim;não;não;não;não
Iogurte;Frimesa;sim;não;não;sim;não;não;não;sim;não;não;não;não
Pão;Blupão Padaria;não;sim;sim;não;não;não;não;não;não;não;não;não
Leite;Santa Clara;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Ranieri;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Moinho do Vale;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Nossa Terra;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Anchieta;não;não;sim;não;não;não;não;sim;não;não;não;não
Leite;Fiore;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Spinassi;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Cooper;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Bom de Massa;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Divine;sim;não;sim;sim;não;não;não;não;não;não;não;não
Iogurte;Yofruta;sim;não;sim;sim;não;não;não;não;não;não;não;não
Molho de Tomate;Terra Livre;não;não;não;não;não;não;não;não;sim;não;não;sim
Molho de Tomate;Palmeiron;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Predilecta;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Colonial;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Elegê;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Nutt's;não;não;não;não;sim;não;não;não;não;não;não;não
Pasta de Amendoim;FrozenFit;não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Tocca;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Aurora;sim;sim;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Pomarola;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Fiore;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Languiru;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Garoto;sim;sim;sim;não;não;sim;não;não;não;não;não;não
Pão;Via Delícia;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;MeierBaer;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Mucuri;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Salware;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pão;Pita Bread;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Kalifa;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Absolut Nutrition;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Cirio;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Comajul;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Ciafrios;não;não;sim;não;não;não;não;sim;não;não;não;não
Leite;CCGL;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Quero;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;La Molisana;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Conaprole;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Colônia Holandesa;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Leitíssimo;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Gramadense;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Pandoim;não;não;sim;não;não;não;não;não;sim;não;não;não
Iogurte;Yofruta;sim;não;sim;sim;não;sim;sim;sim;não;não;não;não
Leite;Mantiqueira;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;"Pi\u0026amp;Nut";não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;"Amendoim \u0026amp; Cia";não;não;não;não;não;não;não;não;sim;não;não;não
Leite;Parmalat;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Dália;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;"Gold \u0026amp; Ko";sim;não;não;sim;sim;não;não;não;não;não;não;não
Molho de Tomate;Legurmê;não;não;não;não;não;não;não;não;sim;não;não;sim
Leite;Damare;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Santa Helena;não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Terra dos Grãos;não;não;não;não;sim;não;não;não;não;não;não;não
Leite;Italac;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Prontu;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Amendomaxi;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Panco;sim;não;não;sim;não;não;não;não;não;não;não;não
Leite;Caprilat;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Eat Clean;não;não;não;não;sim;não;não;não;não;não;não;não
Pão;Plus Vita;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Special;sim;sim;sim;não;não;não;não;não;não;não;não;não
Pão;RB Delícias da Terra;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Quero;não;não;sim;não;não;não;não;sim;não;não;não;não
Iogurte;Batavo;sim;não;não;sim;não;sim;não;sim;não;não;não;não
Pasta de Amendoim;Proteína Pura;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Nutt's;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Netto Pães;sim;sim;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Special;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Eurolat;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Pramesa;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Elegê;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Hada Alimentos;não;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Cacau Show;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Jasmine;não;não;sim;não;não;não;não;não;não;não;não;sim
Pão;Hills;não;não;não;não;não;não;não;não;não;não;não;não
Pão;Skin;sim;sim;sim;não;não;não;não;não;não;não;não;não
Pão;Catupiry;sim;sim;sim;não;não;sim;não;não;não;não;não;não
Chocolate;Pan;sim;não;não;sim;sim;não;não;não;não;não;não;não
Leite;Quero;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Jussara;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Sabor Natural;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Natural Gurt;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Zeromilk;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Catavento;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;"Sabor \u0026amp; Vida";sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Mrs Taste;sim;não;não;sim;sim;não;não;não;não;não;não;não
Molho de Tomate;De Cecco;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Origo;não;não;não;não;não;não;não;não;sim;não;não;sim
Molho de Tomate;Colonial;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Newbread;sim;não;não;sim;não;não;não;não;não;não;não;não
Molho de Tomate;Xavante;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Origo;não;não;não;não;não;não;não;não;sim;não;não;sim
Molho de Tomate;Origo;não;não;não;não;não;não;não;não;sim;não;não;sim
Pasta de Amendoim;Luke;sim;não;não;sim;sim;não;não;não;não;não;não;não
Leite;Caprilat;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Maxifour;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Danky;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Origo;não;não;não;não;não;não;não;não;sim;não;não;sim
Molho de Tomate;Donana;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Forno Árabe;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Santa Clara;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Newbread;sim;não;não;sim;não;não;não;não;não;não;não;não
Pão;Pães e Bolos Aconchego's;não;sim;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Tradelli;sim;não;não;sim;não;não;não;não;não;não;não;não
Pão;Ai'pï;não;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Bom Leite;sim;não;sim;sim;não;sim;sim;sim;não;não;não;não
Leite;Bretas;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Cooper;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Puravida;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;"Pães \u0026amp; Pães";não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Granoro;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Dez Alimentos;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Damare;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Itambé;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Pane Bom;não;não;sim;não;não;não;não;não;não;não;não;não
Iogurte;Jamava;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Palmeiron;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Pan Vita;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Nilza;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Sans Blé;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;We Nutz;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Dez Alimentos;não;não;sim;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Moça Terra;não;não;não;não;não;não;não;não;sim;não;não;sim
Chocolate;Divine;sim;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Naked Nuts;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Siamar;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Tenda Árabe;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Cativa;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Bioporã;não;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Salubi;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Pão Nosso;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Pan Jeronny;não;não;não;não;não;não;não;não;não;não;não;não
Iogurte;UniBaby;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Laticínios Comevap;sim;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Origo;não;não;não;não;não;não;não;não;sim;não;não;sim
Pão;Natuvitta;sim;sim;sim;não;não;não;não;não;não;não;não;não
Pão;Massas Nordestinas;sim;não;sim;não;não;não;não;não;não;não;não;não
Chocolate;Ouro Moreno;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Baalbek;não;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Force Up;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;TriGostoso;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Carrefour;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Ita;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Parmalat;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Fazenda Botelho;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Betânia;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Betânia;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Maxifour;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Xavante;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Fit Pan;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Xandô;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Kodilar;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Da Márcia;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;La Ganexa;sim;não;não;sim;não;não;não;não;não;não;não;não
Leite;Serramar;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Pão de Liz;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Nostra Vitta;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Alce Nero;não;não;não;não;não;não;não;não;sim;não;não;sim
Pasta de Amendoim;Hiper Foods;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Pomarola;não;não;sim;não;não;não;não;não;não;não;não;não
Pão;Casa do Pão Sírio;não;não;sim;não;não;não;não;não;sim;não;não;não
Chocolate;Divine;sim;não;não;sim;sim;não;não;não;não;não;não;não
Pasta de Amendoim;Onveg;não;não;sim;não;não;não;não;não;sim;não;não;sim
Pão;Vale do Sol;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Mucho Gusto;não;não;não;não;não;não;não;não;sim;não;não;não
Leite;Ilustre;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Colonial;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Bonavie;sim;não;não;sim;não;não;não;não;não;não;não;não
Molho de Tomate;Elefante;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Aminna;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;CCGL;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Fugini;não;não;não;não;não;não;não;não;não;não;não;não
Iogurte;UniBaby;sim;não;não;sim;sim;não;não;sim;não;não;não;não
Pasta de Amendoim;Guimarães;não;não;sim;não;não;não;não;não;sim;não;não;não
Leite;Cativa;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Leco;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Quero;sim;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Delícias da Terra;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;NA'KAU;não;não;sim;não;não;não;não;não;sim;não;não;não
Pão;Member's Mark;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Aecia;não;não;não;não;não;não;não;não;sim;não;não;sim
Leite;La Serenissima;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Veganutris;sim;não;não;não;sim;não;não;não;não;não;não;não
Pão;Lekker;sim;não;não;sim;não;não;não;sim;não;não;não;não
Iogurte;Veneza;sim;não;não;sim;não;sim;não;sim;não;não;não;não
Pasta de Amendoim;Da Tereza;não;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Yogodeli;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Mega Milk;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Paracatu;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Pães Panum;não;sim;sim;não;não;não;não;não;não;não;não;não
Pão;Nutri Bem;não;não;sim;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Grain Power;não;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Hershey's;sim;sim;sim;não;não;sim;não;não;não;não;não;não
Chocolate;Dia;sim;sim;sim;não;não;sim;não;não;não;não;não;não
Leite;Milk Vitta;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Colônia Holandesa;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Pan Vit;sim;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;Max Muscles;não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Fit Life;não;não;não;não;sim;não;não;não;não;não;não;não
Pão;Dia;não;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Mangiare;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Villars;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Reese's;sim;não;sim;não;não;não;não;sim;não;não;não;não
Leite;Petinho;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Minas Cacao;sim;não;sim;não;não;não;não;não;não;não;não;não
Leite;Sanmariana;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Jamila;sim;não;sim;sim;não;sim;não;não;não;não;não;não
Leite;Marajoara;sim;não;não;não;não;não;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;não;sim;não;não;não;sim;não;não;não;não
Leite;Cooper;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Nutril;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Sonhos de Leite;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Ecila;sim;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Amore Protein;não;não;não;não;sim;não;não;não;não;não;não;não
Pão;Pan Jeronny;não;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;St Marche;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Stella d'Oro;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;La Serenissima;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Onveg;não;não;sim;não;não;não;não;não;sim;não;não;sim
Chocolate;Divine;sim;não;não;sim;sim;não;não;não;não;não;não;não
Chocolate;Veganutris;sim;não;não;não;sim;não;não;não;não;não;não;não
Iogurte;Holandês;sim;não;não;não;não;não;não;não;sim;não;não;não
Chocolate;Garoto;sim;sim;sim;não;não;sim;não;não;não;não;não;não
Leite;Imbaúba;sim;não;não;não;não;não;não;não;sim;não;não;não
Leite;Piracanjuba;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Finíssimo;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Nutri Vida;sim;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Java;não;não;sim;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Grain Power;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Maratá;não;não;sim;não;não;não;não;sim;não;não;não;não
Pasta de Amendoim;Santa Helena;não;não;não;não;não;não;não;não;sim;não;não;não
Pão;Nutri Vida;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Pasta de Amendoim;"Amendoim \u0026amp; Cia";não;não;sim;não;não;não;não;não;sim;não;não;não
Iogurte;Natural Gurt;sim;não;não;não;não;não;não;não;sim;não;não;não
Pão;Pão da Vovó;sim;sim;sim;não;não;não;não;não;não;não;não;não
Pão;Wickbold;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Rainha;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Pomarola;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Aminna;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Pontual;sim;não;não;não;não;não;não;não;não;não;não;não
Leite;Eurolat;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Itambé;sim;não;sim;sim;não;sim;não;não;não;não;não;não
Pasta de Amendoim;Gonçalves;não;não;não;não;não;não;não;não;sim;não;não;não
Pasta de Amendoim;Divine;não;não;não;não;não;não;não;não;sim;não;não;não
Molho de Tomate;Granfino;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Bio Phorma;sim;não;não;não;não;não;não;não;sim;não;não;sim
Molho de Tomate;Pomarola;sim;não;sim;não;não;não;não;não;não;não;não;não
Molho de Tomate;Tambaú;não;não;sim;não;não;não;não;sim;não;não;não;não
Leite;Itambé;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Fazenda Atalaia;sim;não;não;não;não;não;não;não;sim;não;não;não
Iogurte;Isis;sim;não;sim;sim;não;não;não;sim;não;não;não;não
Leite;Glória;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Maxifour;sim;não;sim;não;não;não;não;não;não;não;não;não
Pão;Pão de Mel;sim;não;não;sim;não;não;não;sim;não;não;não;não
Pão;Pinheirense;não;não;não;não;não;não;não;não;não;não;não;não
Leite;Barra Mansa;sim;não;não;não;não;não;não;não;não;não;não;não
Pão;Solo Bread;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Finíssimo;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;Mi'lleva;não;não;sim;não;não;não;não;sim;não;não;não;não
Pão;Pane Vita;sim;não;não;não;não;não;não;não;não;não;não;não
Molho de Tomate;XXX;não;não;não;não;não;não;não;não;não;não;não;não
Chocolate;Nugali;não;não;sim;não;não;não;não;não;não;não;não;não
Leite;Danky;sim;não;não;não;não;não;não;não;não;não;não;não
