CATEGORIA;MARCA;REST_OA;REST_GT;REST_AAD;REST_AAR;REST_AN;REST_CN;REST_CA;REST_PREC;SELO_CLEAN;SELO_VEGAN;SELO_TRANS;SELO_ORGANIC
Iogurte;Betânia;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Jamane;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Dengo;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Salubi;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Trevinho;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Laticínio Vita Bom;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Dengo;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Jamane;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Trevinho;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tatá;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Qualitá;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Vitogurte;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Crisbom;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Viçosa;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Cocatrel;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Coopervass;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Cooper;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Comevap;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Sertão Seridó;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Digudinho;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Clan;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tatá;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Yobom;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Trevinho;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Laticínios Vida;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Chocolate;Member's Mark;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Trevinho;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Trevinho;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Flamboyant;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Cooper;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Milk Menk;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Salubi;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Pé da Serra;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Apreciare;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Rolf;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Serramar;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Holandês;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Perlat;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Carrefour;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Carrefour;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Carrefour;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Salubi;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;"Sabor \u0026amp; Vida";sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Chocolate;Arnott's;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Salubi;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Apreciare;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Chocolate;Milka;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Natural da Vaca;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Dengo;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Comajul;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Dia;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Vimilk;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Vimilk;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;"Sabor \u0026amp; Vida";sim;não;sim;não;não;sim;sim;sim;não;não;não;não
Iogurte;Blissimo;sim;não;não;não;não;sim;não;não;não;não;não;não
Pão;"Trigo \u0026amp; Sabor";sim;não;não;não;não;sim;não;não;não;não;não;não
Iogurte;Yogo Milk;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Yogo Milk;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Capixaba;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Fazenda Bela Vista;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Laticínios Porto Alegre;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Valentim;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Laticínios Porto Alegre;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frut Gurt;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Fazenda Bela Vista;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Languiru;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Capixaba;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Atilatte;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Flamboyant;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Fazenda Trevisan;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Chilly-Gurt;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Matilat;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Ylafrut;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Campo Verde;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Laticínios Holandês;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Coopag;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batalha;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Porto Alegre;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Fazenda Bela Vista;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Laticínios Porto Alegre;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batalha;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Limilk;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Qualitá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Flamboyant;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Selita;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Trevinho;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Verde Campo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Don Don;sim;não;sim;não;não;sim;não;não;não;não;não;não
Chocolate;Garoto;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Bonnyto;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Coopatos;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Danone;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Porto Alegre;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Matilat;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Chocolate;Vieira;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Selita;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;3 Amores;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Tatá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Garcia Bonato;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Mainha;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Bizz;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Matilat;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Dia %;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Conquista;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Apreciare;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Apreciare;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;UniBaby;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Serramar;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frimesa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Life;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Don Don;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Languiru;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Languiru;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batalha;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Don Don;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vidativa;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Yogo Milk;sim;não;sim;não;não;sim;não;não;não;não;não;não
Chocolate;Cacau Show;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;3 Amores;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Fazenda Bela Vista;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Laticínios Holandês;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Frutap;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Kremoso;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Tirol;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Sans Souci;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Yogo Milk;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Digudinho;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Matilat;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;UniBaby;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Parmalat;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;BH;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Porto Alegre;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carrefour;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carrefour;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Languiru;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Canto de Minas;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Piá;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Carolina;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Flamboyant;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Betânia;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Vigor;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Laticínios Holandês;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Selita;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Sans Souci;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Batavo;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Itambé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Nestlé;sim;não;sim;não;não;sim;não;não;não;não;não;não
Iogurte;Isis;sim;não;sim;não;não;sim;não;não;não;não;não;não
